"","canceled_service","senior_citizen","spouse_partner","dependents","cellular_service","avg_call_mins","avg_intl_mins","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_bill","payment_method","months_with_company","monthly_charges"
"1101","yes","yes","yes","no","multiple_lines",396,104,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","electronic_check",3,94.6
"1102","no","no","yes","no","multiple_lines",345,138,"fiber_optic","no","yes","yes","no","no","no","month_to_month","yes","electronic_check",33,93.35
"1103","no","no","no","no","multiple_lines",293,124,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",8,74.85
"1104","yes","no","no","no","single_line",401,104,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",1,79.5
"1105","no","no","yes","no","multiple_lines",333,100,"fiber_optic","yes","no","no","yes","no","no","month_to_month","no","credit_card",22,95.9
"1106","no","no","no","yes","multiple_lines",455,143,"fiber_optic","no","no","yes","yes","yes","no","month_to_month","yes","bank_draft",46,84.8
"1107","no","yes","no","no","multiple_lines",369,155,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","electronic_check",2,84.05
"1108","no","no","yes","no","single_line",317,106,"digital","no","no","no","yes","no","no","two_year","yes","credit_card",65,59.8
"1109","no","no","no","no","single_line",247,139,"digital","yes","no","no","no","no","no","month_to_month","yes","mailed_check",10,51.65
"1110","no","no","yes","no","multiple_lines",456,162,"fiber_optic","no","yes","yes","no","no","yes","two_year","yes","bank_draft",72,104.8
"1111","no","no","yes","no","multiple_lines",363,103,"fiber_optic","no","no","yes","no","no","yes","two_year","no","credit_card",60,101.15
"1112","no","yes","yes","no","multiple_lines",409,134,"digital","yes","yes","yes","yes","no","yes","two_year","yes","bank_draft",71,82.7
"1113","no","no","yes","yes","single_line",286,118,"fiber_optic","no","no","yes","no","yes","yes","two_year","no","electronic_check",71,76.05
"1114","no","no","yes","yes","multiple_lines",382,145,"fiber_optic","yes","no","yes","yes","no","no","two_year","yes","bank_draft",68,109.05
"1115","no","yes","yes","no","single_line",300,106,"fiber_optic","yes","yes","yes","no","no","yes","one_year","no","bank_draft",64,97
"1116","no","no","no","no","multiple_lines",369,81,"digital","no","no","yes","no","yes","no","two_year","yes","bank_draft",55,77.8
"1117","yes","no","yes","yes","multiple_lines",448,122,"fiber_optic","no","no","yes","no","yes","yes","month_to_month","yes","electronic_check",25,89.1
"1118","no","no","yes","no","multiple_lines",270,143,"fiber_optic","no","yes","yes","yes","yes","no","two_year","yes","bank_draft",67,111.3
"1119","no","no","no","no","single_line",245,69,"fiber_optic","no","no","no","no","yes","no","month_to_month","no","credit_card",6,70.55
"1120","yes","yes","no","no","multiple_lines",408,81,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",27,85.25
"1121","no","no","no","no","multiple_lines",368,136,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",50,95.7
"1122","no","yes","yes","no","single_line",423,108,"digital","yes","yes","no","yes","no","yes","one_year","yes","bank_draft",67,60.95
"1123","yes","no","yes","no","single_line",341,82,"fiber_optic","no","no","yes","no","yes","no","month_to_month","yes","electronic_check",7,86.25
"1124","yes","no","no","no","multiple_lines",418,126,"fiber_optic","no","no","yes","no","yes","yes","month_to_month","yes","electronic_check",24,98.75
"1125","no","no","no","no","single_line",333,155,"digital","yes","no","yes","no","no","yes","month_to_month","yes","electronic_check",45,75.95
"1126","no","no","yes","no","multiple_lines",350,152,"fiber_optic","yes","yes","yes","yes","yes","no","month_to_month","yes","credit_card",44,95.1
"1127","no","yes","no","no","single_line",322,84,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",11,78.5
"1128","no","no","no","no","multiple_lines",366,150,"fiber_optic","yes","yes","no","no","no","no","month_to_month","no","mailed_check",46,84.25
"1129","no","no","yes","yes","multiple_lines",357,175,"fiber_optic","yes","no","yes","yes","no","no","month_to_month","yes","electronic_check",16,112.95
"1130","no","no","no","yes","single_line",370,80,"digital","yes","no","no","no","yes","no","month_to_month","yes","credit_card",2,61.2
"1131","no","no","no","no","multiple_lines",312,55,"digital","yes","no","no","no","yes","yes","month_to_month","yes","electronic_check",5,53.8
"1132","no","no","no","no","single_line",225,78,"fiber_optic","no","yes","no","no","yes","yes","month_to_month","yes","bank_draft",15,83.2
"1133","no","no","yes","yes","multiple_lines",381,131,"digital","no","no","no","no","no","yes","month_to_month","no","credit_card",19,50.1
"1134","no","no","no","no","multiple_lines",325,92,"digital","yes","yes","yes","no","yes","no","two_year","yes","credit_card",66,74.6
"1135","yes","no","no","no","single_line",448,114,"fiber_optic","no","no","yes","no","no","no","month_to_month","no","electronic_check",1,94.4
"1136","yes","no","no","no","multiple_lines",385,67,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","bank_draft",5,75.9
"1137","yes","yes","no","no","single_line",493,59,"fiber_optic","yes","no","no","no","no","no","month_to_month","no","electronic_check",46,85
"1138","no","no","no","no","multiple_lines",341,99,"fiber_optic","no","yes","yes","no","no","yes","one_year","yes","bank_draft",54,94.75
"1139","no","yes","no","no","multiple_lines",368,110,"fiber_optic","yes","yes","yes","yes","no","no","two_year","no","bank_draft",72,113.8
"1140","no","no","no","no","multiple_lines",333,133,"digital","yes","yes","yes","yes","no","no","two_year","yes","credit_card",63,79.85
"1141","no","no","no","no","single_line",291,109,"fiber_optic","no","yes","no","no","yes","no","month_to_month","yes","electronic_check",16,86.25
"1142","no","no","yes","no","multiple_lines",272,127,"digital","no","yes","yes","yes","no","no","two_year","yes","bank_draft",72,85.15
"1143","no","no","yes","yes","multiple_lines",428,121,"fiber_optic","no","yes","yes","no","no","yes","one_year","yes","electronic_check",53,105.25
"1144","no","no","no","no","single_line",279,141,"digital","no","yes","no","yes","yes","yes","one_year","yes","bank_draft",56,75.75
"1145","yes","yes","no","no","multiple_lines",452,155,"fiber_optic","no","no","yes","no","no","no","month_to_month","yes","electronic_check",41,98.4
"1146","no","yes","no","no","single_line",360,79,"fiber_optic","yes","no","no","no","yes","yes","month_to_month","yes","credit_card",31,73.55
"1147","yes","no","no","no","single_line",258,145,"digital","no","no","yes","no","no","yes","month_to_month","yes","mailed_check",1,49.65
"1148","no","no","no","no","single_line",331,124,"digital","yes","yes","yes","yes","yes","yes","two_year","yes","bank_draft",65,84.85
"1149","no","no","no","no","multiple_lines",320,107,"fiber_optic","yes","no","no","yes","yes","no","one_year","no","credit_card",71,97.65
"1150","no","no","no","no","multiple_lines",331,141,"fiber_optic","no","yes","yes","no","yes","no","two_year","yes","bank_draft",64,104.4
"1151","no","yes","yes","no","multiple_lines",470,231,"digital","yes","yes","yes","no","no","yes","two_year","yes","credit_card",72,84.1
"1152","no","no","no","no","multiple_lines",368,131,"digital","yes","yes","yes","no","yes","no","month_to_month","no","mailed_check",22,65.05
"1153","no","no","no","no","single_line",268,70,"fiber_optic","no","no","yes","yes","yes","no","two_year","no","bank_draft",44,100.1
"1154","yes","no","no","no","multiple_lines",402,82,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","bank_draft",4,72.2
"1155","yes","no","yes","yes","single_line",262,105,"fiber_optic","no","yes","yes","no","yes","yes","month_to_month","yes","bank_draft",25,89.15
"1156","no","no","yes","yes","multiple_lines",392,173,"fiber_optic","yes","yes","no","no","yes","yes","month_to_month","yes","bank_draft",54,104.1
"1157","yes","no","yes","yes","multiple_lines",335,123,"fiber_optic","no","no","yes","no","yes","yes","month_to_month","no","electronic_check",17,88.25
"1158","yes","no","yes","no","multiple_lines",431,117,"fiber_optic","no","yes","no","no","no","no","month_to_month","yes","bank_draft",65,91.85
"1159","yes","yes","no","no","multiple_lines",357,136,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","credit_card",11,84.8
"1160","no","no","no","no","multiple_lines",445,139,"fiber_optic","no","yes","no","no","no","no","one_year","no","credit_card",39,81.4
"1161","no","no","no","no","single_line",237,95,"digital","no","no","yes","yes","no","yes","month_to_month","yes","electronic_check",1,75.5
"1162","yes","yes","no","no","single_line",374,67,"fiber_optic","no","no","no","no","yes","yes","month_to_month","no","electronic_check",1,69.1
"1163","no","no","no","no","multiple_lines",290,170,"digital","no","no","no","no","yes","no","month_to_month","no","bank_draft",3,50.4
"1164","no","no","yes","no","multiple_lines",418,142,"digital","yes","yes","yes","no","no","yes","month_to_month","no","mailed_check",24,66.3
"1165","yes","yes","yes","no","single_line",361,81,"fiber_optic","no","yes","yes","no","yes","no","month_to_month","yes","electronic_check",13,98
"1166","no","no","no","no","multiple_lines",285,98,"fiber_optic","no","no","yes","no","yes","no","month_to_month","yes","electronic_check",37,100.05
"1167","no","no","no","no","multiple_lines",350,129,"digital","no","no","no","no","no","yes","month_to_month","yes","electronic_check",18,50.3
"1168","no","no","yes","no","single_line",272,91,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","bank_draft",7,69.2
"1169","no","yes","yes","no","multiple_lines",418,148,"fiber_optic","no","yes","yes","yes","no","no","two_year","no","credit_card",72,109.7
"1170","no","no","no","no","multiple_lines",308,133,"fiber_optic","no","yes","no","no","yes","no","month_to_month","yes","bank_draft",60,89.9
"1171","yes","yes","yes","no","single_line",470,99,"fiber_optic","no","yes","no","no","no","no","month_to_month","yes","electronic_check",20,73.65
"1172","no","no","yes","yes","single_line",300,104,"fiber_optic","no","no","no","no","no","no","month_to_month","no","mailed_check",2,69.95
"1173","no","no","no","no","multiple_lines",340,130,"fiber_optic","no","yes","no","no","yes","no","month_to_month","no","electronic_check",10,79.85
"1174","no","no","yes","no","single_line",210,108,"digital","no","yes","yes","no","no","no","month_to_month","yes","mailed_check",22,54.7
"1175","no","no","no","no","multiple_lines",369,141,"digital","no","yes","yes","yes","yes","no","two_year","yes","bank_draft",72,88.6
